offset,start,end,length_bytes,text,note
0x1F48049,0x1F48049,0x1F481B3,363,"I didn’t come back because I wanted\nto be safe!\pI came back to stop the destruction\nyou’re planning!\pThis whole time, I wanted you and\ndad to come back, so we could be\la family again.\pAnd now, as soon as I find you,\nyou think you can get away with\lsomething like this!?\pNo way!\pYou’ve already destroyed one home\nwhen you left us.\pI won’t let you destroy another!",
0x1F481B4,0x1F481B4,0x1F4820D,90,"{COLOR}ÇIf it were up to me, we wouldn’t\nbe destroying anything, {RIVAL}.\pBut this is the only way…",
0x1F4820E,0x1F4820E,0x1F4822A,29,{COLOR}ÇAlakazam!\nImmobilize him!,
0x1F4822B,0x1F4822B,0x1F482A3,121,"{COLOR}ÇI’m sorry, {RIVAL}…{PAUSE}ね but this is for\nyour own good.\pStay here and out of harm’s way,\nuntil we’re finished at the summit.",
0x1F482A4,0x1F482A4,0x1F482EC,73,"{COLOR}ÇWhat about you, {PLAYER}?\pI suppose it’s too much to hope\nyou’ll turn back?",
0x1F48340,0x1F48340,0x1F483D6,151,"{COLOR}Á{RIVAL} is lending you his\nToucannon, Vaporeon, and Mamoswine\lfor your fight with Ivory!\pWhen the battle starts, they will\nautomatically join your team.",
0x1F483D7,0x1F483D7,0x1F4847C,166,"{COLOR}ÇSo, I suppose you’ll follow this\npath no matter what…\pVery well, then… I only need to\nhold you off just long enough…\pUntil Aklove is finished, you shall\nnot pass!",
0x1F4847D,0x1F4847D,0x1F484AD,49,"So… in the end, that’s all the time I\ncould buy…",
0x1F484AE,0x1F484AE,0x1F48590,227,"{COLOR}ÇAs I thought…{PAUSE}ね this was all I could\ndo to stall you.\pHowever, the preparations must be\nalmost complete by now.\pAll I can do is hope the remaining\nGrunts above us can hold you off\lfor just long enough.\pFarewell…{PAUSE}ね {PLAYER}, {RIVAL}.",
0x1F48591,0x1F48591,0x1F485D7,71,"Alright, I’m good.\pLet’s keep going, and finish this\nonce and for all!",
0x1F485D8,0x1F485D8,0x1F4861F,72,"Come on, Krookodile…\pJust pick up that boulder and move\nit to the side.",
0x1F48620,0x1F48620,0x1F4868A,107,"No, Krookodile!\nYou can’t push it!\pThere’s a rock in the way!\pArgh…{PAUSE}ね if only one of my Pokémon\nknew Dig…",
0x1F4868B,0x1F4868B,0x1F486A9,31,Hey! I told you I’d come back!,
0x1F486AA,0x1F486AA,0x1F486CC,35,{STR_VAR_1}! Use {STR_VAR_2}!\nHelp him out of there!,
0x1F486CD,0x1F486CD,0x1F48723,87,"It’s good to see you again, {RIVAL}.\pHave you given any thought on what\nI told you, at all?",
0x1F48724,0x1F48724,0x1F48784,97,"Yeah, and I believe you.\pBut that doesn’t mean I’ve forgiven\nyou for leaving us behind in Hoenn.",
0x1F48785,0x1F48785,0x1F487E6,98,"I can’t apologize enough for that,\n{RIVAL}…\pAnd I don’t expect you to ever\nforgive us for what we did…",
0x1F487E7,0x1F487E7,0x1F48853,109,"Still…{PAUSE}î I’m willing to give it\nanother shot.\pAt least you’re not trying to blow\neverything up, like Ivory.",
0x1F48854,0x1F48854,0x1F48998,325,"Ha ha…{PAUSE}ね appreciated, {RIVAL},\ndespite the low-hanging fruit.\pI swear I will do everything I can\nto atone, for as long as I live.\pAnd speaking of your mother, she\ninformed me that Aklove is almost\lready to fire the Ultimate Weapon.\pThankfully, we’re not too far from\nthe summit.\pHowever, getting to the top is a bit\nless simple…",
0x1F48999,0x1F48999,0x1F489D2,58,Why? There can’t be any more than a\ncouple of goons left.,
0x1F489D3,0x1F489D3,0x1F48A95,195,"Those grunts are exactly the\nproblem…\pI’m not sure how, but whenever\nthey locked eyes with me…\p…my body froze up, and they just\nthrew me back in the cell.\pUnless you can sneak past them\nsomehow…",
0x1F48A96,0x1F48A96,0x1F48B24,143,"And we’ll find that “somehow”.\p{PLAYER} and I got this far up on\nour own, didn’t we?\pEven if we can’t just fight our way\npast, we’ll find an answer!",
0x1F48B25,0x1F48B25,0x1F48C0A,230,"Just be careful, {RIVAL}.\pI’ll wait here with Melony until\nyou figure out a way past.\pOh, and give the item we asked\nyou to find in the warehouse to\l{PLAYER}, will you?\pIt should help you deal with Aklove\nif he tries anything at the summit.",
0x1F48C0B,0x1F48C0B,0x1F48C26,28,"Here, {PLAYER}.\nYou’ll need this.",
0x1F48C27,0x1F48C27,0x1F48C91,107,"Apparently, that’s the only thing\nthat can seal the dark force away\lagain, so don’t drop it.\pLet’s go, {PLAYER}!",
0x1F48C92,0x1F48C92,0x1F48D06,117,"If you can find something to\nobscure that grunt’s vision,\lthere’s a chance he won’t notice\lif you try to sneak past.",
0x1F48D07,0x1F48D07,0x1F48DCD,199,"This weird guy keeps trying to\nconvince me he’s my dad.\p{RIVAL} wasn’t happy about it,\nbut he still bought it.\pI’m not falling for it, though!\pWhy would my dad just appear out\nof the blue after 16 years?",
0x1F48DCE,0x1F48DCE,0x1F48E34,103,That weird guy ran to the summit\nto join the fight.\pI really hope we make it out of\nthis in one piece…,
0x1F48E35,0x1F48E35,0x1F48E5B,39,{FONT_SMALL}Psst{FONT_NORMAL_COPY_1}…{FONT_SMALL}\pYou two! Get over here!,
0x1F48E5C,0x1F48E5C,0x1F48ECF,116,"{FONT_SMALL}There’s no sense rushing in and\ngetting captured!\pDon’t worry, Grampa and I thought\nof a plan.\pNow listen up{FONT_NORMAL_COPY_1}…",
0x1F48ED0,0x1F48ED0,0x1F48FBC,237,"{COLOR}ÇAll preparations have been\ncompleted, Aklove.\pThe Shadow Warriors have been\nsuccessfully integrated into\lthe weapon.\pAlong with power absorbed from the\nmountain, it’s now fully charged.\pYou may proceed with the activation\nwhen ready.",
0x1F48FBD,0x1F48FBD,0x1F48FD1,21,The Ultimate Weapon…,
0x1F48FD2,0x1F48FD2,0x1F49130,351,"I still cannot believe it was hidden\nin plain sight, all this time.\pThe crystal atop the mountain…{PAUSE}ね\nthe Borrian insurgents must have\lbrought it here 3000 years ago\lusing Hoopa’s power.\pThe history books never mentioned\nthat little detail…\pTo think that I wasted countless\nhours searching for it!\pBut no matter - I have my chance to\nactivate it now.",
0x1F49131,0x1F49131,0x1F49171,65,All systems have been engaged.\pAnd with the push of this button…,
0x1F49172,0x1F49172,0x1F49192,33,"Gastrodon, now! Use Earth Power!",
0x1F49193,0x1F49193,0x1F491D8,70,What!? You…{PAUSE}î how can this be\npossible!\pIt cannot be that…{PAUSE}ね Hoopa!,
0x1F491D9,0x1F491D9,0x1F4921B,67,Yup. Guess the world you sent me\nto wasn’t as deadly as you hoped!,
0x1F4921C,0x1F4921C,0x1F49263,72,Hoopa! You useless Pokémon!\pYou could not even be rid of him\nproperly!?,
0x1F49264,0x1F49264,0x1F49318,181,"Hold on…\pIf you were not present for the\nattack on our base, then it is\lclear you could not have escaped\lon your own…\pThen, there is nothing to stop me\nfrom sending you right back!",
0x1F49319,0x1F49319,0x1F4932F,23,Hoopa! Get rid of him!,
0x1F49330,0x1F49330,0x1F49365,54,Gastrodon! Keep me locked down with\nyour Sticky Hold!,
0x1F49366,0x1F49366,0x1F493C1,92,Tch…{PAUSE}ね have it your way.\pI only need you incapacitated for\nlong enough.\pHoopa! Prepare to…,
0x1F493C2,0x1F493C2,0x1F493D8,23,{PLAYER}! Now’s your chance!,
0x1F493D9,0x1F493D9,0x1F4941A,66,Gah…{PAUSE}î I should have known.\pSo it was you who aided the escape…!,
0x1F4941B,0x1F4941B,0x1F49458,62,Fine! Hoopa! You handle {PLAYER}!\nI will deal with this other pest.,
0x1F49459,0x1F49459,0x1F4948C,52,"As for you, Ivory, activate the\nweapon in my stead!",
0x1F4948D,0x1F4948D,0x1F494C0,52,"I don’t think so!\nYou’re not going anywhere, Ivory!",
0x1F494C1,0x1F494C1,0x1F4953B,123,"You may have gotten the better of\nme before, but this time, I’m taking\lyou down a peg!\pI’m gonna stop you and save us all!",
0x1F4953C,0x1F4953C,0x1F49620,229,"Arrrrgh!\pWhy do all these annoyances keep\npopping up out of the woodwork!?\p…\pFine, ’tis only a matter of time\nnow before you are all defeated.\pI am a patient man…\pI have waited a year for this day,\nso what is a few more moments?",
0x1F49621,0x1F49621,0x1F496B5,149,"Hold the line, Hoopa and Ivory!\pDo not allow them near the weapon!\pOnce I’m done dealing with this\n“hero”, I’ll fire the Weapon\land be done with it.",
0x1F496EF,0x1F496EF,0x1F4971D,47,"{PLAYER}! Take down Hoopa, and turn\noff that weapon!",
0x1F4971E,0x1F4971E,0x1F49734,23,{COLOR}ÁRayquaza flew away!,
0x1F49748,0x1F49748,0x1F49784,61,{COLOR}ÁHoopa summoned a mysterious power\nand increased its size!,
0x1F4978D,0x1F4978D,0x1F497BB,47,"Quick, {PLAYER}!\nSeal its power while it’s weakened!",
0x1F497CB,0x1F497CB,0x1F4983C,114,"You…! You truly are the most\nuseless, pathetic Pokémon!\pToo many times now have you failed\nat the simplest tasks!",
0x1F4983D,0x1F4983D,0x1F49888,76,"Begone, Hoopa!\nLeave my sight!\pWith your power sealed, I will just\nhave to…",
0x1F49889,0x1F49889,0x1F498BC,52,"Gotcha!\pNot so tough without that Pokémon,\nare you?",
0x1F498BD,0x1F498BD,0x1F498DA,30,"Unhand me, you uncouth brute!",
0x1F498DB,0x1F498DB,0x1F498F4,26,"Not on your life, Aklove!",
0x1F498F5,0x1F498F5,0x1F49934,64,{PLAYER}!\nI got him! Now’s your chance!\pTurn off the Ultimate Weapon!,
0x1F49935,0x1F49935,0x1F499E7,179,"Out of my way!\pThe weapon must be activated,\nno matter the cost!\pBut if you will not stand aside\nand allow me to pass, then with\lor without Hoopa, I will bring you\lto your knees!",
0x1F499E8,0x1F499E8,0x1F49A04,29,"You take it from here, okay?",
0x1F49A05,0x1F49A05,0x1F49A84,128,"{PLAYER}! You didn’t think I’d let you\nhandle this alone, right?\pWe fought our way up here together,\nso let’s take him down together!",
0x1F49A85,0x1F49A85,0x1F49AA2,30,No… I refuse to admit defeat!,
0x1F49AA3,0x1F49AA3,0x1F49AE8,70,No…{PAUSE}ね No…{PAUSE}ね No!\pThis cannot be happening!\pTHIS CANNOT BE HAPPENING!,
0x1F49AE9,0x1F49AE9,0x1F49B15,45,"It’s over, Aklove.\nTime to turn yourself in.",
0x1F49B16,0x1F49B16,0x1F49B35,32,I REFUSE!\pNO! THIS IS NOT OVER!,
0x1F49B36,0x1F49B36,0x1F49B62,45,What!? The Weapon…{PAUSE}ね it started up\nsomehow!,
0x1F49B63,0x1F49B63,0x1F49B75,19,It’s not possible…,
0x1F49B76,0x1F49B76,0x1F49B95,32,Dresco Town…{PAUSE}î my home…{PAUSE}î\nNo!,
0x1F49B96,0x1F49B96,0x1F49CC0,299,"Ha ha…{PAUSE}î hahahahaha…\pDespite your interference, it appears\nI have triumphed!\pThe 3000-year-old war…{PAUSE}ね has reached\nits proper conclusion.\pNo longer will the great king have\nto suffer for all eternity.\pWhen he learns I have accomplished\nwhat he failed to do, his Pokémon\lwill finally return to him…",
0x1F49CC1,0x1F49CC1,0x1F49D00,64,No…{PAUSE}î it cannot be…\pThe colour of the cannon…\nit is all wrong!,
0x1F49D01,0x1F49D01,0x1F49D18,24,Wha…\pHow are you here!?,
0x1F49D19,0x1F49D19,0x1F49E79,353,"It’s simple, really.\pThat Hoopa of yours had sent\nHoundoom to an empty cavern in\lCinder Volcano - a place that was\lof no danger to it at all.\pYou then sent me there as well.\nTogether, we managed to escape.\pOnce I was out, I made contact with\nFey and she had Agent Véga direct\lme here.\pIt seems she never fully intended\nto allow you to rain destruction…",
0x1F49E7A,0x1F49E7A,0x1F49EBD,68,That deceitful wench!\pI should have known she could\nnot be trusted…,
0x1F49EBE,0x1F49EBE,0x1F49EF2,53,"Argh, forget her!\pJust tell me, what have you done!?",
0x1F49EF3,0x1F49EF3,0x1F49F6C,122,"I modified the weapon’s settings\nbefore firing it, boy.\pI restored it to its original\npurpose.\pTo give life, not take it.",
0x1F49F6D,0x1F49F6D,0x1F49FF2,134,"You…{PAUSE}î you utter, utter fool!\pWe only extracted enough power from\nthe Shadow Warriors for a single\lblast before they all fell apart!",
0x1F49FF3,0x1F49FF3,0x1F4A06D,123,"{COLOR}ÇBut…{PAUSE}î you promised you would use\nthe weapon to restore my lost son!\pWere you planning to betray me,\nthis entire time?",
0x1F4A06E,0x1F4A06E,0x1F4A10E,161,"Of course I was!\pI had no intention of ever\nhelping you!\pIf all had gone according to plan,\nI would have just left you as the\lscapegoat, and flown off!\pLike so!",
0x1F4A10F,0x1F4A10F,0x1F4A12E,32,Staraptor! After him!\nLet’s go!,
0x1F4A12F,0x1F4A12F,0x1F4A195,103,{COLOR}ÇZeph…{PAUSE}î my son’s remains…{PAUSE}î I had\nthem with me…\pWhy didn’t you…{PAUSE}î why didn’t you\ncome for them!?,
0x1F4A196,0x1F4A196,0x1F4A287,242,"Ivory…{PAUSE}î I’m sorry…{PAUSE}î truly…{PAUSE}î I…{PAUSE}î\nI wish I could have…\pBut there was only a sliver of time\navailable for me to slip in after\l{PLAYER} sealed Hoopa’s power.\pAnd at that point…{PAUSE}ね I couldn’t take\nthe chance I’d be noticed!\pI’m so sorry, Ivory.",
0x1F4A288,0x1F4A288,0x1F4A2E2,91,{COLOR}ÇMarlon…{PAUSE}î {RIVAL}…{PAUSE}î all I ever wanted\nwas…{PAUSE}î was…\pIt was all for him…{PAUSE}î always for him…,
0x1F4A2E3,0x1F4A2E3,0x1F4A44B,361,"Ivory…{PAUSE}î you still don’t get it.\pYes, we lost one child, but we\ngained two more.\pAfter I met {RIVAL}…{PAUSE}î I’ve come to\nunderstand what we’ve lost by\labandoning them all those years\lago.\pBut it’s not too late for us!\pWe can start again…{PAUSE}î build a new\nrelationship with them!\pWe can never truly make up for all\nthe years we lost, but we can at\lleast start somewhere.",
0x1F4A44C,0x1F4A44C,0x1F4A48D,66,{COLOR}ÇI…{PAUSE}î I need time to think - alone.\pDon’t come looking for me.,
0x1F4A48E,0x1F4A48E,0x1F4A4A0,19,Is…{PAUSE}ね is it over?,
0x1F4A4A1,0x1F4A4A1,0x1F4A51D,125,"Zeph, Marlon, you’re under arrest.\pI should not need to spell out\nyour crimes.\pYou are both fully aware of what\nyou’ve done.",
0x1F4A51E,0x1F4A51E,0x1F4A573,86,"Please, Arthur.\pTake me in, but let Marlon be.\pHe’s suffered enough through\nall this…",
0x1F4A574,0x1F4A574,0x1F4A638,197,"Hmm…\pYou were key in draining the power\nsupply of the Ultimate Weapon…\pI suppose we can work something\nout.\pMarlon is free to go for now.\pAs for you, please come with us.\nWe have a lot to discuss.",
0x1F4A639,0x1F4A639,0x1F4A66A,50,"Marlon, please, watch over my son\nwhile I’m gone.",
0x1F4A66B,0x1F4A66B,0x1F4A6B0,70,"Of course, Zeph.\pI’ll take him back to my home until\nyou’re released.",
0x1F4A6B1,0x1F4A6B1,0x1F4A6FA,74,"Then, I guess this is it,\n{PLAYER}?\pNo…{PAUSE}ね there’s one more thing I\nneed to do.",
0x1F4A6FB,0x1F4A6FB,0x1F4A7E2,232,"Listen up, old man!\pI didn’t spend the last who knows\nhow many days searching for you\lonly to be happy when I found you!\pI’m gonna show you what you’ve been\nmissing out on all these years!\pI’m gonna show you how strong\nI’ve become!",
0x1F4A7E3,0x1F4A7E3,0x1F4A804,34,"{RIVAL}, I already know you’re\nstrong…",
0x1F4A805,0x1F4A805,0x1F4A874,112,"No, no, no.\nYou don’t understand, old man.\pSeeing me fight is one thing, but\nyou haven’t really experienced it.",
0x1F4A875,0x1F4A875,0x1F4A995,289,"{PLAYER}!\pFor one last time, I want you to\nfight by my side!\pYou’re gonna help me prove to him\nhow strong I am!\pBeating him down alone isn’t enough,\nI need to show him that I’m just\las strong, if not stronger than\lsomeone who could take down Hoopa!\pAnd then he’ll really know how far\nI’ve come!",
0x1F4A996,0x1F4A996,0x1F4A9D6,65,"Let’s do this, old man!\pI’ve been saving this one,\njust for you!",
0x1F4A9D7,0x1F4A9D7,0x1F4AA45,111,"Is that right…{PAUSE}î but I still have\nmy pride as a Trainer, {RIVAL}.\pI’m afraid I won’t just let you win\nthat easily!",
0x1F4AA46,0x1F4AA46,0x1F4AA85,64,"Of course, this hasn’t shown me\nanything I didn’t already know.",
0x1F4AA86,0x1F4AA86,0x1F4AB81,252,"You know, {RIVAL}, I already knew\nhow far you’d come.\pBut your strength in battle isn’t how\nI know that.\pYour prideful, yet good heart was\nwhat helped save us all from\ldisaster.\pThat’s what truly makes you a\nstrong Trainer.\pI couldn’t be more proud of you.",
0x1F4AB82,0x1F4AB82,0x1F4ABC7,70,Old man…{PAUSE}î no…{PAUSE}î Dad…\pTook you long enough…{PAUSE}ね to finally\nsay that…,
0x1F4ABC8,0x1F4ABC8,0x1F4AC1B,84,"{RIVAL}, let’s get Melony and go\nhome to Frozen Heights.\pI want to get to know you both.",
0x1F4AC1C,0x1F4AC1C,0x1F4AC3C,33,What about…{PAUSE}î you know…{PAUSE}î her?,
0x1F4AC3D,0x1F4AC3D,0x1F4ACDB,159,"Ivory…{PAUSE}î needs time to herself.\pShe sacrificed so much, for nothing,\nin the end.\pI think she needs to process that.\pWhen she’s ready, we can always\nfind her.",
0x1F4ACDC,0x1F4ACDC,0x1F4AD46,107,"Hey, {PLAYER}…{PAUSE}ね\nI want you to have this.\pI picked it up, back when we were\nfirst trapped in the Shadows’ base.",
0x1F4AD47,0x1F4AD47,0x1F4AFA1,603,"{PLAYER}, it’s no secret that you got\nas strong as I did…{PAUSE}ね no, maybe even\lstronger.\pMan, you’ve sure come a long way\nsince we teamed up together back\lin the Shadows’ base.\pWhether it was fate or Hoopa that\nbrought us together…\pI’m glad we got to be friends.\pIf you’re not busy with anything\nelse, why don’t you finish off the\lrest of the Gym Challenge?\pThe Champion’s seat in Borrius is\ncurrently vacant…\pAnd I can’t think of anyone better\nto have the title than you.\pThe final Gym is east of Magnolia\nTown, in {COLOR}ÉRedwood Village{COLOR}Ë.\pGood luck, {PLAYER}.\pI’ll come and congratulate you\nonce you become the Champ!",
0x1F4AFA2,0x1F4AFA2,0x1F4B14B,426,"{PLAYER}!\pArthur just relayed the good news\nto me!\pThank goodness you’re still in one\npiece!\pAnd of course, thank you!\pYou, Jax, {RIVAL}…{PAUSE}ね you all gave\neverything you had to save Borrius.\pOf course, I’ve been told not all\nhas been resolved with this\l“Aklove”, but that’s something you\lcan worry about later, I suppose.\pFor now, you just worry about that\nempty seat, meant for the Champion!\pSo here, I think these may be\nuseful to you.",
0x1F4B14C,0x1F4B14C,0x1F4B2D6,395,"I’ve heard there are Shard maniacs\naround Borrius, who are also quite\lthe move masters.\pThey collect Shards, so if you think\nthey can teach your Pokémon any\luseful tricks for the Pokémon\lLeague, don’t hesitate to search\lthem out.\pWell, I really should get back to\nmy research.\pAnd in the meantime, I’ll see if\nArthur’s had any more luck finding\lthat escapee…\pBest of luck, {PLAYER}!\nI hope you excel!",
0x1F4B2D7,0x1F4B2D7,0x1F4B2DF,9,Hold it!,
0x1F4B2E0,0x1F4B2E0,0x1F4B585,678,"Finally, I managed to catch up\nwith you, {PLAYER}!\pI was feeling down after Aklove\ngot away from me, but catching up\lto you perked me right up again!\p…\pHuh? Why am I here?\pWell, funny story…{PAUSE}ね actually, it\nwas Grampa Arthur who used to be\lthe Champion of Borrius.\pBut ever since he retired, the\nChampion’s title has been open\lfor the taking!\pThis whole time, Grampa Arthur\nhad been training me as his\lreplacement - by having me fight\lagainst threats to the region.\pI’m sure that’s why Prof. Log had\nyou run these errands too…\pHe and Grampa always did have a\nbit of a rivalry, ha ha!\pBut now that a worthy challenger\nhas appeared, someone I respect,\lthis is going to be a fun battle!",
0x1F4B586,0x1F4B586,0x1F4B5B5,48,"Now, it’s just you and me.\pYou ready?\nLet’s go!",
0x1F4B5B6,0x1F4B5B6,0x1F4B6CF,282,"Come to think of it, we always\nbattled side-by-side, right?\pSo, I think that the best way to\nbattle for the Champion’s Seat is\lwith two Pokémon side-by-side!\pThat’s right! We’re making this a\nDouble Battle!\pAre you ready? I put my best team\ntogether just for this!\pHere I come, {PLAYER}!",
0x1F4B6D0,0x1F4B6D0,0x1F4B759,138,"Wow, {PLAYER}…\pLooks like Prof. Log picked a\nworthy challenger after all!\p…but no, seriously, congrats!\pYou’re now the new Champion of\nBorrius!",
0x1F4B75A,0x1F4B75A,0x1F4B809,176,"…\p…so…{PAUSE}ね that’s that.\p…\pI see. I guess that makes sense,\nafter all.\pI always knew you were the stronger\nTrainer out of the both of us, even\lafter I got a head-start over you…",
0x1F4B80A,0x1F4B80A,0x1F4BADD,724,"You know, before we began our\nfight, I kept thinking…\p…about all the times I rushed in,\nand then you helped bail me out.\pEven at Crystal Peak, when I\nthought I prepared my Pokémon\lwell enough, we wouldn’t have\lwon without you.\pAnd even though we won, I got\ncomplacent and Aklove got away.\pThat’s when I realized…\pEven if my Pokémon grow stronger,\nwhat use is it if I don’t grow\lstronger with them?\pI guess that’s the difference that\nended up deciding the winner.\pSo, I’m going to get stronger.\pNot just my Pokémon.\pMe.\pAnd when I do, let’s do this again!\pI’ll take your crown with my own\ntwo hands!\pBut for now, let’s get you\nofficially recognized as Borrius’\lnew Champion!\pCome on!\nThe register’s just up ahead.\pFollow me!",
0x1F4BADE,0x1F4BADE,0x1F4BC43,358,"This room is the Hall of Fame…\pIt’s been a long time since I\nlast entered this room…\pGrampa Arthur brought me here\nwhen I was younger, but I haven’t\lbeen since.\pAnyway, {PLAYER}!\nWelcome to the Hall of Fame!\pThis machine will make a permanent\nrecord of your achievement.\pJust place your Pokémon on it\nand you’ll be good to go!\pAnd once again, {PLAYER},\nCONGRATULATIONS!",
0x1F4BC44,0x1F4BC44,0x1F4BCD7,148,"Congratulations on completing the\nmain campaign of Pokémon Unbound!\pIn recognition of your achievement,\nall Battle Difficulties have been\lunlocked!",
0x1F4BCD8,0x1F4BCD8,0x1F4BD15,62,"Additionally, a new outfit has been\nadded to the Costume Box!",
0x1F4BD16,0x1F4BD16,0x1F4BDA5,144,"There’s plenty more to do now that\nyou’ve become Champion, so don’t go\laway just yet!\pKeep enjoying Pokémon Unbound,\nand thank you for playing!",
0x1F4BDA6,0x1F4BDA6,0x1F4BEF8,339,"{PLAYER}!\pCongratulations!\pI told you I’d come by after you\nbecame the Champion, didn’t I?\pWell, here I am!\pSo, what are your plans now that\nyou’re the strongest Trainer in\lBorrius?\p…\pYou don’t have any, huh?\pWell, I hear renovations on the\nBattle Frontier have finally been\lcompleted.\pMy dad and I planned on heading\nover soon to check it out.",
0x1F4BEF9,0x1F4BEF9,0x1F4C191,665,"Yes, congratulations, {PLAYER}!\pI was hoping I’d get the chance to\nsee you in person when you\lreturned home.\pAre you surprised to see me back\nin the old black and red?\pThat outfit I let you keep wasn’t\nmy only one, you know!\pBut even after all that happened,\nI felt I needed to wear it again.\pIvory’s still missing, so I hope\nthat it will be easier to find her\lif I look just like her.\pIf you happen to hear anything,\n{PLAYER}, don’t hesitate to let\lme know.\pAnd of course, don’t think I’ve\nforgotten about your father.\pI’ve been looking into freeing him\nfrom the Cube, but so far, I\lhaven’t had much luck.\pWhen I find something useful, I’ll\nbe sure to have a Mission for you.",
0x1F4C192,0x1F4C192,0x1F4C2EC,347,"Anyway, we’re gonna go check out\nthe {COLOR}ÉBattle Frontier{COLOR}Ë.\pIt’s just {COLOR}Énorth{COLOR}Ë of {COLOR}ÉSeaport City{COLOR}Ë,\nand the best of best from all\laround the world are said to\lgather there.\pSince it just reopened and all,\nthere’s sure to be swarms of\lTrainers itching for a fight!\pMy dad and I are gonna show them\nhow real Trainers battle!\pSee you later, {PLAYER}!",
0x1F4C2ED,0x1F4C2ED,0x1F4C711,1061,"{PLAYER}, my {STR_VAR_1}, a hearty\ncongratulations to you!\pI heard the news!\pTo think, after all this time, I\nhave finally bested old Arthur!\pHo ho ho!\pErm… excuse me.\pNow, my {STR_VAR_1}, the reason for\nmy visit.\pI have yet another errand for\nyou to run!\pYou thought you were done with\nthose, didn’t you?\pHo ho ho!\pErm… anyway, following your\ndefeat of Hoopa atop Crystal Peak,\lmysterious portals have begun\lappearing around Borrius.\pWhen approached, powerful Pokémon\nare said to leap forth.\pAs the Guardian of Borrius in both\nname and standing, it is your\lresponsibility to take care of\lthese Pokémon.\pI assume that in most cases, if you\ncapture the Pokémon, the portals\lwill disappear permanently.\pAlthough, it is doubtful that they\nwill all stay gone forever…\pIn any case!\pCapture the Pokémon found in these\nmysterious portals.\pSome portals may only appear if you\nbring specific Pokémon, but the\lPokémon in those portals must be\lcaptured regardless.\pAnd if a portal refuses to disappear\npermanently after catching the\lPokémon, simply registering it in\lyour Pokédex will be enough.",
0x1F4C712,0x1F4C712,0x1F4C758,71,"And with that, I’m off!\pDo say hi to your mother for me,\nwill you, {PLAYER}?",
0x1F4C759,0x1F4C759,0x1F4C75D,5,dear,
0x1F4C75E,0x1F4C75E,0x1F4C7AE,81,"So, you have come…\pHa ha ha ha… not that you had much\nof a choice in the matter…",
0x1F4C7AF,0x1F4C7AF,0x1F4C7F3,69,Aklove!\pI came alone like you asked…{PAUSE}ね now\ngive back Grampa Arthur!,
0x1F4C7F4,0x1F4C7F4,0x1F4C837,68,Oh! {PLAYER}!\nHe did this to you too!?\pThat sneak…{PAUSE}ね he’s in for it now!,
0x1F4C838,0x1F4C838,0x1F4CA27,496,"Are you angry?\nDoes rage consume your soul?\pThat…{PAUSE}ね is exactly how I felt,\nwhen you robbed me of everything…\pAll I had worked so hard to achieve,\ngone in the blink of an eye…\pI could have finally achieved what\nI knew I was destined to do…\pFey abandoned and betrayed me…{PAUSE}ね\nbut there is still time!\pI will start again!\pI will start from scratch, without\nhaving to rely on anyone…\pLike that fool Zeph!\nOr that treasonous Fey!\pThey never came with you, but I can\nstill have my revenge on you both!",
0x1F4CA28,0x1F4CA28,0x1F4CAEE,199,"He’s insane…{PAUSE}ね he really thinks\nhe can try again…\pCareful, {PLAYER}.\nHe’s still serious about this.\pTeam up with me, and let’s put this\nguy and his plans down for good!\pTime to end this once and for all!",
0x1F4CAEF,0x1F4CAEF,0x1F4CB0B,29,Why… why couldn’t you just…?,
0x1F4CB0C,0x1F4CB0C,0x1F4CB67,92,Why…{PAUSE}ね why must you rob me of\neverything…\pMy dreams…{PAUSE}ね my possessions…{PAUSE}ね\nmy…{PAUSE}ね victory…,
0x1F4CB68,0x1F4CB68,0x1F4CC4A,227,"It’s over, Aklove.\nYour destructive plans end here.\pJust tell me…{PAUSE}ね the destruction\nof Borrius…\pWhat was it for!?\nWhat was the point of any of it!?\pAll that destruction, all that loss\nof life…{PAUSE}ね what would it have\lachieved!?",
0x1F4CC4B,0x1F4CC4B,0x1F4CDE7,413,"Fine…{PAUSE}î I will tell you…\pMy ancestor, the one the legends\nrefer to as “the foreign king”\lfrom the Great War…\pEven now, 3000 years later, he still\nwalks the earth to this day.\pOnce I finished what he started…{PAUSE}ね\nonce I had brought that war to its\lproper conclusion…\pThen he could rest in peace.\pThe subjugation of Borrius…{PAUSE}ね would\nhave finally seen his last wish\lfulfilled.\pBut now…{PAUSE}ね it is no longer possible…",
0x1F4CDE8,0x1F4CDE8,0x1F4CDFB,20,That’s so pathetic.,
0x1F4CDFC,0x1F4CDFC,0x1F4CE10,21,W-what did you say!?,
0x1F4CE11,0x1F4CE11,0x1F4CF56,326,Let’s say you’re right.\pLet’s say the legend’s true and the\nking’s still alive.\pBut 3000 years…\pDo you really think not a second\nof that was spent on reflection?\pOn regret?\pIsn’t it possible he no longer\nwants war?\pHow would you know?\pYou just projected your desires\nonto a myth and nearly destroyed\lour region because of it!,
0x1F4CF57,0x1F4CF57,0x1F4CF5C,6,Nngh…,
0x1F4CF5D,0x1F4CF5D,0x1F4CF8A,46,Hmm? What are those sounds coming\nfrom below?,
0x1F4CF8B,0x1F4CF8B,0x1F4CFB2,40,"So, this is where you took him,\nAklove!",
